text	code	workerid	probid	subid	line	indent
print str	puts(str);	01	20A	45409946	27	1
	return 0;	01	20A	45409946	28	1
	}	01	20A	45409946	29	0
	int main() {	54	20A	45409946	0	0
create constant integer size with value 101	const int size = 101;	54	20A	45409946	1	1
create char array str with size size	char str[size];	54	20A	45409946	2	1
read line from the input into size	cin.getline(str, size);	54	20A	45409946	3	1
bool flag is false	bool flag = false;	54	20A	45409946	4	1
char pointer start = str	char *start = str;	54	20A	45409946	5	1
char pointer s = start	char *s = start;	54	20A	45409946	6	1
char pointer p = start	char *p = start;	54	20A	45409946	7	1
while *s != '\0'	while (*s != '\0') {	54	20A	45409946	8	1
if *s is equal to '/'	if (*s == '/') {	54	20A	45409946	9	2
if flag is false	if (!flag) {	54	20A	45409946	10	3
set value of flag to true	flag = true;	54	20A	45409946	11	4
else	} else {	54	20A	45409946	12	3
increment s	s++;	54	20A	45409946	13	4
skip the rest of the loop	continue;	54	20A	45409946	14	4
	}	54	20A	45409946	15	3
else	} else {	54	20A	45409946	16	2
set flag to false	flag = false;	54	20A	45409946	17	3
	}	54	20A	45409946	18	2
*p = *s	*p = *s;	54	20A	45409946	19	2
increment p	p++;	54	20A	45409946	20	2
increment s	s++;	54	20A	45409946	21	2
	}	54	20A	45409946	22	1
*p = '\0'	*p = '\0';	54	20A	45409946	23	1
len is size_t with value = length of str	size_t len = strlen(str);	54	20A	45409946	24	1
if len > 1 && str[len - 1] is '/', set last symbol of str to '\0'	if (len > 1 && str[len - 1] == '/') { str[len - 1] = '\0'; }	54	20A	45409946	25	1
copy start to str	strcpy(str, start);	54	20A	45409946	26	1
print str and a new line	puts(str);	54	20A	45409946	27	1
	return 0;	54	20A	45409946	28	1
	}	54	20A	45409946	29	0
create integers l1, l2, l3	int l1, l2, l3;	01	18A	28590237	0	0
create integer arrays a, b, c, d, with a size 5, b size 5, c size 5, d size 5, create integers j, i	int a[5], b[5], c[5], d[5], j, i;	01	18A	28590237	1	0
create integer array dix with dix = {1, 0, -1, 0}	int dix[] = {1, 0, -1, 0};	01	18A	28590237	2	0
create integer array diy with diy = {0, 1, 0, -1}	int diy[] = {0, 1, 0, -1};	01	18A	28590237	3	0
	int main() {	01	18A	28590237	4	0
for i = 1 to 3 inclusive, read a[i] read b[i]	for (i = 1; i <= 3; i++) { cin >> a[i] >> b[i]; }	01	18A	28590237	5	1
set l1 to abs(a[1] - a[2]) * abs(a[1] - a[2]) + abs(b[1] - b[2]) * abs(b[1] - b[2])	l1 = abs(a[1] - a[2]) * abs(a[1] - a[2]) + abs(b[1] - b[2]) * abs(b[1] - b[2]);	01	18A	28590237	6	1
set l2 to abs(a[2] - a[3]) * abs(a[2] - a[3]) + abs(b[2] - b[3]) * abs(b[2] - b[3])	l2 = abs(a[2] - a[3]) * abs(a[2] - a[3]) + abs(b[2] - b[3]) * abs(b[2] - b[3]);	01	18A	28590237	7	1
set l3 to abs(a[3] - a[1]) * abs(a[3] - a[1]) + abs(b[3] - b[1]) * abs(b[3] - b[1])	l3 = abs(a[3] - a[1]) * abs(a[3] - a[1]) + abs(b[3] - b[1]) * abs(b[3] - b[1]);	01	18A	28590237	8	1
if l1 + l2 is l3 or l1 + l3 is l2 or l2 + l3 is l1	if (l1 + l2 == l3 || l1 + l3 == l2 || l2 + l3 == l1) {	01	18A	28590237	9	1
if l1 is not 0 and l2 is not 0 and l3 is not 0	if (l1 != 0 && l2 != 0 && l3 != 0) {	01	18A	28590237	10	2
print "RIGHT" print newline	cout << "RIGHT" << endl;	01	18A	28590237	11	3
	return 0;	01	18A	28590237	12	3
	}	01	18A	28590237	13	2
	}	01	18A	28590237	14	1
for i = 1 to 3 inclusive	for (i = 1; i <= 3; i++) {	01	18A	28590237	15	1
set c[1] to a[1], set c[2] to a[2], set c[3] to a[3]	c[1] = a[1], c[2] = a[2], c[3] = a[3];	01	18A	28590237	16	2
set d[1] to b[1], set d[2] to b[2], set d[3] to b[3]	d[1] = b[1], d[2] = b[2], d[3] = b[3];	01	18A	28590237	17	2
for j = 0 to 4 exclusive	for (j = 0; j < 4; j++) {	01	18A	28590237	18	2
set c[i] to a[i] + dix[j]	c[i] = a[i] + dix[j];	01	18A	28590237	19	3
set d[i] to b[i] + diy[j]	d[i] = b[i] + diy[j];	01	18A	28590237	20	3
set l1 to abs(c[1] - c[2]) * abs(c[1] - c[2]) + abs(d[1] - d[2]) * abs(d[1] - d[2])	l1 = abs(c[1] - c[2]) * abs(c[1] - c[2]) + abs(d[1] - d[2]) * abs(d[1] - d[2]);	01	18A	28590237	21	3
set l2 to abs(c[2] - c[3]) * abs(c[2] - c[3]) + abs(d[2] - d[3]) * abs(d[2] - d[3])	l2 = abs(c[2] - c[3]) * abs(c[2] - c[3]) + abs(d[2] - d[3]) * abs(d[2] - d[3]);	01	18A	28590237	22	3
set l3 to abs(c[3] - c[1]) * abs(c[3] - c[1]) + abs(d[3] - d[1]) * abs(d[3] - d[1])	l3 = abs(c[3] - c[1]) * abs(c[3] - c[1]) + abs(d[3] - d[1]) * abs(d[3] - d[1]);	01	18A	28590237	23	3
if l1 + l2 is l3 or l1 + l3 is l2 or l2 + l3 is l1	if (l1 + l2 == l3 || l1 + l3 == l2 || l2 + l3 == l1) {	01	18A	28590237	24	3
if l1 is not 0 and l2 is not 0 and l3 is not 0	if (l1 != 0 && l2 != 0 && l3 != 0) {	01	18A	28590237	25	4
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	28590237	26	5
	return 0;	01	18A	28590237	27	5
	}	01	18A	28590237	28	4
	}	01	18A	28590237	29	3
	}	01	18A	28590237	30	2
	}	01	18A	28590237	31	1
print "NEITHER" print newline	cout << "NEITHER" << endl;	01	18A	28590237	32	1
	}	01	18A	28590237	33	0
	int main() {	54	20A	45410011	0	0
create constant integer size with value 101	const int size = 101;	54	20A	45410011	1	1
str = array of characters of length size	char str[size];	54	20A	45410011	2	1
read line of length size to str	cin.getline(str, size);	54	20A	45410011	3	1
set boolean flag to false	bool flag = false;	54	20A	45410011	4	1
*start is a char pointer to str	char *start = str;	54	20A	45410011	5	1
*s is a char pointer to start	char *s = start;	54	20A	45410011	6	1
*p is a char pointer to start	char *p = start;	54	20A	45410011	7	1
while value at s != '\0'	while (*s != '\0') {	54	20A	45410011	8	1
if value at s is equal to '/'	if (*s == '/') {	54	20A	45410011	9	2
if flag is false	if (!flag) {	54	20A	45410011	10	3
assign value of true to the flag	flag = true;	54	20A	45410011	11	4
else	} else {	54	20A	45410011	12	3
increase s by one	s++;	54	20A	45410011	13	4
skip the rest of the loop	continue;	54	20A	45410011	14	4
	}	54	20A	45410011	15	3
else	} else {	54	20A	45410011	16	2
set flag to false	flag = false;	54	20A	45410011	17	3
	}	54	20A	45410011	18	2
*p = *s	*p = *s;	54	20A	45410011	19	2
increase p	p++;	54	20A	45410011	20	2
increase s	s++;	54	20A	45410011	21	2
	}	54	20A	45410011	22	1
*p = '\0'	*p = '\0';	54	20A	45410011	23	1
len is size_t with value equal to length of str	size_t len = strlen(str);	54	20A	45410011	24	1
if len > 1 and str[len - 1] is equal to '/', set str at len - 1 to '\0'	if (len > 1 && str[len - 1] == '/') { str[len - 1] = '\0'; }	54	20A	45410011	25	1
print start	puts(start);	54	20A	45410011	26	1
	return 0;	54	20A	45410011	27	1
	}	54	20A	45410011	28	0
	int main() {	01	20A	45410011	0	0
create constant integer size with size = 101	const int size = 101;	01	20A	45410011	1	1
create character array str of size size	char str[size];	01	20A	45410011	2	1
read line into str with maximum size size	cin.getline(str, size);	01	20A	45410011	3	1
create boolean flag with flag = false	bool flag = false;	01	20A	45410011	4	1
create character pointer start with start = str	char *start = str;	01	20A	45410011	5	1
create character pointer s with s = start	char *s = start;	01	20A	45410011	6	1
create character pointer p with p = start	char *p = start;	01	20A	45410011	7	1
while value of s is not \0	while (*s != '\0') {	01	20A	45410011	8	1
if value of s is not /	if (*s == '/') {	01	20A	45410011	9	2
if not flag	if (!flag) {	01	20A	45410011	10	3
set flag to true	flag = true;	01	20A	45410011	11	4
else	} else {	01	20A	45410011	12	3
increment s	s++;	01	20A	45410011	13	4
break current loop iteration	continue;	01	20A	45410011	14	4
	}	01	20A	45410011	15	3
else	} else {	01	20A	45410011	16	2
set flag to false	flag = false;	01	20A	45410011	17	3
	}	01	20A	45410011	18	2
set value of p to value of s	*p = *s;	01	20A	45410011	19	2
increment p	p++;	01	20A	45410011	20	2
increment s	s++;	01	20A	45410011	21	2
	}	01	20A	45410011	22	1
set value of p to \0	*p = '\0';	01	20A	45410011	23	1
create size_t len with len = string length of str	size_t len = strlen(str);	01	20A	45410011	24	1
if len is greater than 1 and str[len-1] is /, set str[len-1] to \0	if (len > 1 && str[len - 1] == '/') { str[len - 1] = '\0'; }	01	20A	45410011	25	1
print start	puts(start);	01	20A	45410011	26	1
	return 0;	01	20A	45410011	27	1
	}	01	20A	45410011	28	0
d = array of integers of size 6	int d[6];	54	18A	47832610	0	0
define function sqr with argument n	int sqr(int n) {	54	18A	47832610	1	0
return n * n	return n * n;	54	18A	47832610	2	1
	}	54	18A	47832610	3	0
define function check with string argument s	void check(string s) {	54	18A	47832610	4	0
a, b and c = integers	int a, b, c;	54	18A	47832610	5	1
a = sqr(d[0] - d[2]) + sqr(d[1] - d[3])	a = sqr(d[0] - d[2]) + sqr(d[1] - d[3]);	54	18A	47832610	6	1
b = sqr(d[0] - d[4]) + sqr(d[1] - d[5])	b = sqr(d[0] - d[4]) + sqr(d[1] - d[5]);	54	18A	47832610	7	1
c = sqr(d[2] - d[4]) + sqr(d[3] - d[5])	c = sqr(d[2] - d[4]) + sqr(d[3] - d[5]);	54	18A	47832610	8	1
if (a, b and c) are equal to 0, return	if ((a && b && c) == 0) return;	54	18A	47832610	9	1
if a + b = c or a + c = b or b + c is equal to a	if (a + b == c || a + c == b || b + c == a) {	54	18A	47832610	10	1
print s	cout << s;	54	18A	47832610	11	2
call exit(0)	exit(0);	54	18A	47832610	12	2
	}	54	18A	47832610	13	1
	}	54	18A	47832610	14	0
	int main() {	54	18A	47832610	15	0
let i be integer	int i;	54	18A	47832610	16	1
read 6 value into d	for (i = 0; i < 6; i++) { cin >> d[i]; }	54	18A	47832610	17	1
call function check with argument "RIGHT\n"	check("RIGHT\n");	54	18A	47832610	18	1
for i = 0 to 6 exclusive	for (i = 0; i < 6; i++) {	54	18A	47832610	19	1
decrease d[i] by one	d[i]--;	54	18A	47832610	20	2
call function check with argument "ALMOST\n"	check("ALMOST\n");	54	18A	47832610	21	2
increase d[i] by 2	d[i] += 2;	54	18A	47832610	22	2
call function check with argument "ALMOST\n"	check("ALMOST\n");	54	18A	47832610	23	2
decrease d[i]	d[i]--;	54	18A	47832610	24	2
	}	54	18A	47832610	25	1
print "NEITHER\n"	cout << "NEITHER\n";	54	18A	47832610	26	1
	return 0;	54	18A	47832610	27	1
	}	54	18A	47832610	28	0
create integer array d with size 6	int d[6];	01	18A	47832610	0	0
declare sqr with integer n as argument, returning integer	int sqr(int n) {	01	18A	47832610	1	0
return n*n from function	return n * n;	01	18A	47832610	2	1
	}	01	18A	47832610	3	0
declare check with string s as argument, return void	void check(string s) {	01	18A	47832610	4	0
create integers a, b, c	int a, b, c;	01	18A	47832610	5	1
set a to result of run sqr with d[0]-d[2] as arguments + result of run sqr with d[1]-d[3] as arguments	a = sqr(d[0] - d[2]) + sqr(d[1] - d[3]);	01	18A	47832610	6	1
set b to result of run sqr with d[0]-d[4] as arguments + result of run sqr with d[1]-d[5] as arguments	b = sqr(d[0] - d[4]) + sqr(d[1] - d[5]);	01	18A	47832610	7	1
set c to result of run sqr with d[2]-d[4] as arguments + result of run sqr with d[3]-d[5] as arguments	c = sqr(d[2] - d[4]) + sqr(d[3] - d[5]);	01	18A	47832610	8	1
if a and b and c is 0, return from function	if ((a && b && c) == 0) return;	01	18A	47832610	9	1
if a + b is c or a + c is b or b + c is a	if (a + b == c || a + c == b || b + c == a) {	01	18A	47832610	10	1
print s	cout << s;	01	18A	47832610	11	2
exit program with code 0	exit(0);	01	18A	47832610	12	2
	}	01	18A	47832610	13	1
	}	01	18A	47832610	14	0
	int main() {	01	18A	47832610	15	0
create integer i	int i;	01	18A	47832610	16	1
for i = 0 to 6 exclusive, read d[i]	for (i = 0; i < 6; i++) { cin >> d[i]; }	01	18A	47832610	17	1
run check with "RIGHT\n" as argument	check("RIGHT\n");	01	18A	47832610	18	1
for i = 0 to 6 exclusive	for (i = 0; i < 6; i++) {	01	18A	47832610	19	1
decrement d[i]	d[i]--;	01	18A	47832610	20	2
run check with "ALMOST\n" as argument	check("ALMOST\n");	01	18A	47832610	21	2
increment d[i] by 2	d[i] += 2;	01	18A	47832610	22	2
run check with "ALMOST\n" as argument	check("ALMOST\n");	01	18A	47832610	23	2
decrement d[i]	d[i]--;	01	18A	47832610	24	2
	}	01	18A	47832610	25	1
print "NEITHER\n"	cout << "NEITHER\n";	01	18A	47832610	26	1
	return 0;	01	18A	47832610	27	1
	}	01	18A	47832610	28	0
declare check with integers x1, y1, x2, y2, x3, y3 as arguments, returning boolean	bool check(int x1, int y1, int x2, int y2, int x3, int y3) {	01	18A	46347289	0	0
if (x1 is x2 and y1 is y2) or ( x1 is x3 and y1 is y3 ) or ( x3 is x2 and y3 is y2 ) return false from function	if ((x1 == x2 && y1 == y2) || (x1 == x3 && y1 == y3) || (x3 == x2 && y3 == y2)) return false;	01	18A	46347289	1	1
if (y2 - y1)*(y3-y2) is (x1-x2)*(x3-x2) return true from function	if ((y2 - y1) * (y3 - y2) == ((x1 - x2) * (x3 - x2))) return true;	01	18A	46347289	2	1
if (y3-y2)*(y1-y3) is (x2-x3)*(x1-x3) return true from function	if ((y3 - y2) * (y1 - y3) == ((x2 - x3) * (x1 - x3))) return true;	01	18A	46347289	3	1
if (y1-y3)*(y2-y1) is (x3-x1)*(x2-x1) return true from function	if ((y1 - y3) * (y2 - y1) == ((x3 - x1) * (x2 - x1))) return true;	01	18A	46347289	4	1
return false from function	return false;	01	18A	46347289	5	1
	}	01	18A	46347289	6	0
	int main() {	01	18A	46347289	7	0
create integers x1, y1, x2, y2, x3, y3	int x1, y1, x2, y2, x3, y3;	01	18A	46347289	8	1
read x1 read y1 read x2 read y2 read x3 read y3	cin >> x1 >> y1 >> x2 >> y2 >> x3 >> y3;	01	18A	46347289	9	1
if result of run check with arguments x1, y1, x2, y2, x3, y3 is true	if (check(x1, y1, x2, y2, x3, y3)) {	01	18A	46347289	10	1
print "RIGHT" print newline	cout << "RIGHT" << endl;	01	18A	46347289	11	2
	return 0;	01	18A	46347289	12	2
	}	01	18A	46347289	13	1
if result of run check with arguments x1 - 1, y1, x2, y2, x3, y3 is true	if (check(x1 - 1, y1, x2, y2, x3, y3)) {	01	18A	46347289	14	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	15	2
	return 0;	01	18A	46347289	16	2
	}	01	18A	46347289	17	1
if result of run check with arguments x1 + 1, y1, x2, y2, x3, y3 is true	if (check(x1 + 1, y1, x2, y2, x3, y3)) {	01	18A	46347289	18	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	19	2
	return 0;	01	18A	46347289	20	2
	}	01	18A	46347289	21	1
if result of run check with arguments x1, y1 - 1, x2, y2, x3, y3 is true	if (check(x1, y1 - 1, x2, y2, x3, y3)) {	01	18A	46347289	22	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	23	2
	return 0;	01	18A	46347289	24	2
	}	01	18A	46347289	25	1
if result of run check with arguments x1, y1 + 1, x2, y2, x3, y3 is true	if (check(x1, y1 + 1, x2, y2, x3, y3)) {	01	18A	46347289	26	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	27	2
	return 0;	01	18A	46347289	28	2
	}	01	18A	46347289	29	1
if result of run check with arguments x1, y1, x2 - 1, y2, x3, y3 is true	if (check(x1, y1, x2 - 1, y2, x3, y3)) {	01	18A	46347289	30	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	31	2
	return 0;	01	18A	46347289	32	2
	}	01	18A	46347289	33	1
if result of run check with arguments x1, y1, x2 + 1, y2, x3, y3 is true	if (check(x1, y1, x2 + 1, y2, x3, y3)) {	01	18A	46347289	34	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	35	2
	return 0;	01	18A	46347289	36	2
	}	01	18A	46347289	37	1
if result of run check with arguments x1, y1, x2, y2 - 1, x3, y3 is true	if (check(x1, y1, x2, y2 - 1, x3, y3)) {	01	18A	46347289	38	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	39	2
	return 0;	01	18A	46347289	40	2
	}	01	18A	46347289	41	1
if result of run check with arguments x1, y1, x2, y2 + 1, x3, y3 is true	if (check(x1, y1, x2, y2 + 1, x3, y3)) {	01	18A	46347289	42	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	43	2
	return 0;	01	18A	46347289	44	2
	}	01	18A	46347289	45	1
if result of run check with arguments x1, y1, x2, y2, x3 - 1, y3 is true	if (check(x1, y1, x2, y2, x3 - 1, y3)) {	01	18A	46347289	46	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	47	2
	return 0;	01	18A	46347289	48	2
	}	01	18A	46347289	49	1
if result of run check with arguments x1, y1, x2, y2, x3 + 1, y3 is true	if (check(x1, y1, x2, y2, x3 + 1, y3)) {	01	18A	46347289	50	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	51	2
	return 0;	01	18A	46347289	52	2
	}	01	18A	46347289	53	1
if result of run check with arguments x1, y1, x2, y2, x3, y3 - 1 is true	if (check(x1, y1, x2, y2, x3, y3 - 1)) {	01	18A	46347289	54	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	55	2
	return 0;	01	18A	46347289	56	2
	}	01	18A	46347289	57	1
if result of run check with arguments x1, y1, x2, y2, x3, y3 + 1 is true	if (check(x1, y1, x2, y2, x3, y3 + 1)) {	01	18A	46347289	58	1
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	46347289	59	2
	return 0;	01	18A	46347289	60	2
	}	01	18A	46347289	61	1
print "NEITHER" print newline	cout << "NEITHER" << endl;	01	18A	46347289	62	1
	return 0;	01	18A	46347289	63	1
	}	01	18A	46347289	64	0
declare check with integers x1, y1, x2, y2, x3, y3 as arguments, returning boolean	bool check(int x1, int y1, int x2, int y2, int x3, int y3) {	01	18A	48359620	0	0
create integers a, b, c	int a, b, c;	01	18A	48359620	1	1
set a to (x1 - x2) * (x1 - x2) + (y1 - y2) * (y1 - y2)	a = (x1 - x2) * (x1 - x2) + (y1 - y2) * (y1 - y2);	01	18A	48359620	2	1
set b to (x1 - x3) * (x1 - x3) + (y1 - y3) * (y1 - y3)	b = (x1 - x3) * (x1 - x3) + (y1 - y3) * (y1 - y3);	01	18A	48359620	3	1
set c to (x3 - x2) * (x3 - x2) + (y3 - y2) * (y3 - y2)	c = (x3 - x2) * (x3 - x2) + (y3 - y2) * (y3 - y2);	01	18A	48359620	4	1
if a is 0 or b is 0 or c is 0, return 0 from function	if (a == 0 || b == 0 || c == 0) return 0;	01	18A	48359620	5	1
if a + b is c or a + c is b or b + c is a	if (a + b == c || a + c == b || b + c == a)	01	18A	48359620	6	1
return 1 from function	return 1;	01	18A	48359620	7	2
else	else	01	18A	48359620	8	1
	return 0;	01	18A	48359620	9	2
	}	01	18A	48359620	10	0
	int main() {	01	18A	48359620	11	0
create 2d integer array move of size 4 by 2, with move = {{0, 1}, {1, 0}, {0, -1}, {-1, 0}}	int move[4][2] = {{0, 1}, {1, 0}, {0, -1}, {-1, 0}};	01	18A	48359620	12	1
create integer arrays x1, y1 with x1 size 4, y1 size 4	int x1[4], y1[4];	01	18A	48359620	13	1
for i = 0 to 3 exclusive, read x1[i] read y1[i]	for (int i = 0; i < 3; i++) { cin >> x1[i] >> y1[i]; }	01	18A	48359620	14	1
if result of run check with x1[0], y1[0], x1[1], y1[1], x1[2], y1[2] as arguments is true	if (check(x1[0], y1[0], x1[1], y1[1], x1[2], y1[2])) {	01	18A	48359620	15	1
print "RIGHT" print newline	cout << "RIGHT" << endl;	01	18A	48359620	16	2
	return 0;	01	18A	48359620	17	2
	}	01	18A	48359620	18	1
create integers tx, ty	int tx, ty;	01	18A	48359620	19	1
for i = 0 to 3 inclusive	for (int i = 0; i <= 3; i++) {	01	18A	48359620	20	1
for j = 0 to 3 inclusive	for (int j = 0; j <= 3; j++) {	01	18A	48359620	21	2
set tx to x1[i] + move[j][0]	tx = x1[i] + move[j][0];	01	18A	48359620	22	3
set ty to y1[i] + move[j][1]	ty = y1[i] + move[j][1];	01	18A	48359620	23	3
if i is 0 and result of run check with tx, ty, x1[1], y1[1], x1[2], y1[2] as arguments is true	if (i == 0 && check(tx, ty, x1[1], y1[1], x1[2], y1[2])) {	01	18A	48359620	24	3
print "ALMOST" print newline	cout << "ALMOST" << endl;	01	18A	48359620	25	4
	return 0;	01	18A	48359620	26	4
	}	01	18A	48359620	27	3
if i is 1 and result of run check with x1[0], y1[0], tx, ty, x1[2], y1[2] as arguments is true	if (i == 1 && check(x1[0], y1[0], tx, ty, x1[2], y1[2])) {	01	18A	48359620	28	3
